Pt	31858	GWHAACS00000597	7280	-
Pt	31858	GWHAACS00000633	47714	-
Pt	31858	GWHAACS00000665	66550	-
Pt	31858	GWHAACS00000346	43112	+
Pt	31858	GWHAACS00000635	13849	+
Pt	31858	GWHAACS00000659	11510	-
Pt	31858	GWHAACS00000616	38057	-
Pt	31858	GWHAACS00000598	3520	+
Pt	3363	GWHAACS00000196	28233	+
Pt	3363	GWHAACS00000195	18777	+
Pt	3363	GWHAACS00000230	10224	-
Pt	3363	GWHAACS00000187	2124	-
Pt	3363	GWHAACS00000277	24134	+
Pt	3363	GWHAACS00000346	15739	+
Pt	3363	GWHAACS00000561	23318	+
Pt	3363	GWHAACS00000473	20515	+
Pt	3363	GWHAACS00000272	20307	+
Pt	3363	GWHAACS00000355	23045	+
Pt	3363	GWHAACS00000294	19388	+
Pt	3363	GWHAACS00000368	20374	+
Pt	3363	1	297532091	+
Pt	3363	GWHAACS00000403	807	-
Pt	3363	9	133956997	-
Pt	3363	6	60815330	+
Pt	3363	4	12122973	-
Pt	3363	2	91035800	-
Pt	3363	GWHAACS00000229	21680	+
Pt	3363	5	159377236	-
Pt	12720	6	20515852	-
Pt	12720	GWHAACS00000230	1119	-
Pt	12720	GWHAACS00000196	38241	+
Pt	12720	GWHAACS00000346	25746	+
Pt	12720	GWHAACS00000473	30522	+
Mt	108119	3	115754013	-
Mt	108119	6	51491770	+
Mt	108119	3	115689448	-
Mt	108119	9	64813118	-
Mt	185996	2	170603024	+
Mt	185996	3	115782330	-
Mt	185996	9	154376998	+
Mt	185996	3	115626023	-
Mt	185996	6	50981583	+
Pt	56824	GWHAACS00000662	36110	+
Pt	56824	GWHAACS00000642	33729	-
Pt	56824	GWHAACS00000656	17556	+
Pt	56824	GWHAACS00000650	36221	-
Pt	56824	GWHAACS00000614	40757	-
Pt	56824	GWHAACS00000654	14898	+
Pt	56824	GWHAACS00000633	21969	-
Pt	56824	GWHAACS00000634	29310	+
Pt	56824	GWHAACS00000653	13319	-
Pt	56824	GWHAACS00000624	36573	-
Pt	56824	GWHAACS00000646	16172	-
Pt	56824	GWHAACS00000638	26164	+
Pt	56824	GWHAACS00000665	40808	-
Pt	56824	GWHAACS00000604	7061	+
Pt	56824	GWHAACS00000655	14393	-
Pt	56824	GWHAACS00000648	3138	+
Pt	56824	GWHAACS00000615	4047	-
Pt	56824	GWHAACS00000459	68679	-
Pt	56824	GWHAACS00000645	36830	+
Pt	56824	GWHAACS00000644	11810	-
Pt	56824	GWHAACS00000627	5338	+
Pt	111760	GWHAACS00000459	14938	-
Pt	111760	GWHAACS00000408	8776	-
Pt	111760	GWHAACS00000408	17896	+
Pt	111760	GWHAACS00000459	10299	+
Pt	111760	2	175778656	-
Pt	111760	5	35640937	-
Pt	111760	GWHAACS00000630	24357	-
Pt	111760	6	17381480	+
Pt	111760	7	103432267	-
Pt	67532	GWHAACS00000632	10972	+
Pt	67532	GWHAACS00000627	16022	+
Pt	67532	GWHAACS00000629	12486	+
Pt	67532	GWHAACS00000189	31531	-
Pt	67532	GWHAACS00000633	12231	-
Pt	67532	8	157808152	+
Pt	67532	GWHAACS00000653	3581	-
Pt	67532	GWHAACS00000669	29435	-
Pt	67532	GWHAACS00000607	4259	+
Pt	67532	GWHAACS00000613	28876	-
Pt	67532	GWHAACS00000340	48391	+
Pt	67532	GWHAACS00000628	7075	-
Pt	67532	3	193194660	-
Pt	67532	GWHAACS00000614	31016	-
Pt	67532	GWHAACS00000604	17740	+
Pt	67532	GWHAACS00000459	58937	-
Pt	67532	GWHAACS00000634	39990	+
Pt	67532	GWHAACS00000640	23033	-
Pt	67532	GWHAACS00000657	29197	-
Pt	67532	GWHAACS00000656	28233	+
Pt	67532	GWHAACS00000646	6437	-
Mt	8752	*	0	-
Mt	232091	2	79219001	+
Pt	139291	GWHAACS00000611	13106	-
Pt	139291	GWHAACS00000648	29212	-
Pt	139291	GWHAACS00000658	786	-
Pt	139291	GWHAACS00000607	19671	-
Pt	139291	GWHAACS00000561	17762	+
Pt	139291	GWHAACS00000608	7849	-
Pt	139291	GWHAACS00000643	8775	+
Pt	139291	GWHAACS00000459	43538	+
Pt	139291	GWHAACS00000634	55408	-
Pt	139291	GWHAACS00000618	26507	-
Pt	139291	GWHAACS00000642	8595	+
Pt	139291	GWHAACS00000613	13478	+
Pt	139291	GWHAACS00000625	17735	+
Pt	139291	GWHAACS00000649	18112	+
Pt	139291	GWHAACS00000657	13800	+
Pt	139291	GWHAACS00000665	15670	+
Pt	139291	GWHAACS00000346	10181	+
Pt	139291	GWHAACS00000272	14752	+
Pt	139291	GWHAACS00000496	4773	-
Pt	139291	GWHAACS00000606	10077	-
Pt	139291	GWHAACS00000623	11605	+
Mt	385083	1	9755552	+
Mt	385083	3	115734670	-
Mt	385083	4	211674567	-
Mt	108349	3	115753807	-
Mt	108349	6	51492000	+
Mt	108349	3	115689242	-
Mt	108349	9	64812912	-
Mt	496997	1	9833257	+
Mt	496997	3	115667527	+
Mt	389275	1	9759798	+
Mt	389275	4	211662281	-
Mt	388671	1	9759140	+
Mt	388671	3	115824497	+
Mt	388671	1	231489260	+
Mt	388671	4	211662707	-
Mt	388671	3	115731263	-
Mt	191869	3	115776420	-
Mt	191869	2	170608886	+
Mt	191869	6	50987238	+
Mt	191869	3	96531509	-
Mt	191869	10	102679552	-
Mt	472552	1	244066785	+
Mt	472552	2	204131722	+
Mt	472552	3	55662546	+
Mt	233670	2	79219932	+
Mt	204827	2	170629288	+
Mt	204827	5	177915809	-
Mt	307857	GWHAACS00000541	1712724	+
Mt	307857	4	117125706	-
Mt	307857	8	141944395	-
Mt	336423	GWHAACS00000668	12622	+
Mt	336423	GWHAACS00000656	48588	-
Mt	336423	GWHAACS00000346	5348	+
Mt	336423	GWHAACS00000196	17846	+
Mt	336423	GWHAACS00000651	12345	+
Mt	336423	GWHAACS00000214	9233	-
Mt	336423	GWHAACS00000608	12796	-
Mt	336423	GWHAACS00000459	38705	+
Mt	336423	GWHAACS00000473	10124	+
Mt	336423	GWHAACS00000648	34157	-
Mt	336423	GWHAACS00000195	8387	+
Mt	336423	GWHAACS00000403	11036	-
Mt	336423	GWHAACS00000650	6249	+
Mt	336423	GWHAACS00000649	13279	+
Mt	336423	GWHAACS00000624	6628	+
Mt	336423	GWHAACS00000618	31455	-
Mt	336423	GWHAACS00000658	5733	-
Mt	336423	GWHAACS00000437	13910	+
Mt	336423	GWHAACS00000667	11750	+
Mt	336423	GWHAACS00000598	59518	-
Mt	336423	GWHAACS00000605	6787	+
Mt	250363	1	176673861	+
Mt	346145	GWHAACS00000607	19430	+
Mt	346145	GWHAACS00000650	11082	-
Mt	346145	GWHAACS00000654	40748	+
Mt	346145	GWHAACS00000643	8775	-
Mt	346145	GWHAACS00000229	16121	-
Mt	346145	GWHAACS00000663	13877	+
Mt	346145	GWHAACS00000403	5848	+
Mt	346145	GWHAACS00000620	1069	+
Mt	346145	GWHAACS00000277	18576	-
Mt	346145	GWHAACS00000272	14752	-
Mt	346145	GWHAACS00000637	1790	+
Mt	346145	GWHAACS00000647	9335	+
Mt	346145	GWHAACS00000624	11460	-
Mt	346145	GWHAACS00000561	17762	-
Mt	346145	GWHAACS00000625	17735	-
Mt	346145	GWHAACS00000596	19053	+
Mt	346145	GWHAACS00000614	15617	-
Mt	346145	GWHAACS00000187	8057	+
Mt	346145	GWHAACS00000473	14957	-
Mt	346145	GWHAACS00000196	22679	-
Mt	346145	GWHAACS00000606	9836	+
Mt	287309	8	18429942	-
Pt	78085	GWHAACS00000640	12667	-
Pt	78085	GWHAACS00000657	18832	-
Pt	78085	3	193184296	-
Pt	78085	GWHAACS00000617	19002	+
Pt	78085	GWHAACS00000607	14811	+
Pt	78085	GWHAACS00000656	38790	+
Pt	78085	GWHAACS00000189	21170	-
Pt	78085	GWHAACS00000650	16115	-
Pt	78085	GWHAACS00000340	58946	+
Pt	78085	GWHAACS00000624	16492	-
Pt	78085	GWHAACS00000648	24357	+
Pt	78085	GWHAACS00000605	16655	-
Pt	78085	GWHAACS00000642	13625	-
Pt	78085	GWHAACS00000612	6227	+
Pt	78085	GWHAACS00000667	21619	-
Pt	78085	GWHAACS00000665	20701	-
Pt	78085	GWHAACS00000596	14435	+
Pt	78085	GWHAACS00000608	2990	+
Pt	78085	GWHAACS00000611	8247	+
Pt	78085	GWHAACS00000606	5222	+
Pt	78085	GWHAACS00000632	21525	+
Pt	72774	GWHAACS00000624	21894	-
Pt	72774	GWHAACS00000618	16351	+
Pt	72774	GWHAACS00000665	26102	-
Pt	72774	GWHAACS00000600	23895	-
Pt	72774	3	193205498	-
Pt	72774	GWHAACS00000632	16229	+
Pt	72774	GWHAACS00000601	26040	-
Pt	72774	GWHAACS00000636	31378	+
Pt	72774	GWHAACS00000667	27026	-
Pt	72774	GWHAACS00000629	17741	+
Pt	72774	GWHAACS00000631	9760	+
Pt	72774	GWHAACS00000340	53648	+
Pt	72774	GWHAACS00000622	8297	-
Pt	72774	GWHAACS00000640	18067	-
Pt	72774	GWHAACS00000633	7265	-
Pt	72774	GWHAACS00000611	2949	+
Pt	72774	GWHAACS00000607	9516	+
Pt	72774	GWHAACS00000657	24232	-
Pt	72774	GWHAACS00000596	9138	+
Pt	72774	3	193189695	-
Pt	72774	GWHAACS00000625	28168	-
Pt	59194	GWHAACS00000653	10379	-
Pt	59194	GWHAACS00000665	37867	-
Pt	59194	GWHAACS00000669	36232	-
Pt	59194	GWHAACS00000604	10760	+
Pt	59194	GWHAACS00000340	41411	+
Pt	59194	GWHAACS00000636	19143	+
Pt	59194	GWHAACS00000654	18598	+
Pt	59194	GWHAACS00000655	11449	-
Pt	59194	GWHAACS00000627	9042	+
Pt	59194	GWHAACS00000648	6836	+
Pt	59194	GWHAACS00000641	7525	-
Pt	59194	GWHAACS00000645	40530	+
Pt	59194	GWHAACS00000633	19030	-
Pt	59194	GWHAACS00000656	21254	+
Pt	59194	GWHAACS00000638	29864	+
Pt	59194	GWHAACS00000640	29833	-
Pt	59194	GWHAACS00000618	4198	+
Pt	59194	GWHAACS00000459	65737	-
Pt	59194	3	193201455	-
Pt	59194	3	193203945	-
Pt	59194	GWHAACS00000662	39813	+
Mt	254397	1	176677895	+
Mt	204632	2	170629093	+
Mt	204632	8	67392572	-
Mt	201993	2	170626454	+
Mt	201993	3	115661594	-
Mt	201993	10	77477709	-
Mt	201993	5	156552813	-
Mt	548916	2	86446731	-
Mt	548916	1	176617898	+
Mt	548916	9	64853705	+
Mt	548916	4	26093230	-
Mt	234411	2	79220673	+
Mt	234411	10	102679311	-
Mt	265988	1	257251377	-
Mt	306309	GWHAACS00000541	1711176	+
Mt	306309	3	115819192	-
Mt	306309	7	177631636	+
Mt	306309	7	60267404	-
Pt	112473	2	175777883	-
Pt	112473	GWHAACS00000408	18608	+
Pt	112473	GWHAACS00000408	8003	-
Pt	112473	GWHAACS00000459	11012	+
Pt	112473	GWHAACS00000459	14165	-
Pt	112473	GWHAACS00000630	23584	-
Pt	112473	10	72829035	-
Mt	564497	GWHAACS00000541	1748656	-
Mt	564497	1	176645068	+
Mt	564497	6	50978840	-
Mt	564497	1	176661875	+
Mt	564497	4	146304543	+
Mt	564497	GWHAACS00000156	1198160	-
Pt	1674	GWHAACS00000561	20506	+
Pt	1674	GWHAACS00000187	4418	-
Pt	1674	GWHAACS00000230	12518	-
Pt	1674	GWHAACS00000196	25420	+
Pt	1674	GWHAACS00000195	15964	+
Pt	1674	GWHAACS00000473	17701	+
Pt	1674	GWHAACS00000346	12925	+
Pt	1674	GWHAACS00000277	21320	+
Pt	1674	GWHAACS00000229	18868	+
Pt	1674	GWHAACS00000214	406	-
Pt	1674	GWHAACS00000403	2209	-
Pt	1674	GWHAACS00000272	17495	+
Pt	1674	GWHAACS00000355	20237	+
Pt	1674	GWHAACS00000496	893	-
Pt	1674	GWHAACS00000368	17562	+
Pt	1674	GWHAACS00000294	16584	+
Pt	1674	GWHAACS00000437	21518	+
Pt	1674	GWHAACS00000400	19853	+
Pt	1674	2	98528866	-
Mt	199269	2	170623730	+
Mt	199269	3	115759689	-
Mt	199269	6	20221887	-
Pt	81113	GWHAACS00000598	52757	+
Pt	81113	GWHAACS00000611	11289	+
Pt	81113	GWHAACS00000618	24690	+
Pt	81113	GWHAACS00000613	15118	-
Pt	81113	GWHAACS00000631	18097	+
Pt	81113	GWHAACS00000607	17854	+
Pt	81113	GWHAACS00000654	39172	+
Pt	81113	GWHAACS00000667	18226	-
Pt	81113	GWHAACS00000642	10234	-
Pt	81113	GWHAACS00000596	17477	+
Pt	81113	GWHAACS00000668	19108	-
Pt	81113	GWHAACS00000624	13100	-
Pt	81113	GWHAACS00000612	9269	+
Pt	81113	GWHAACS00000650	12722	-
Pt	81113	GWHAACS00000669	15709	-
Pt	81113	GWHAACS00000459	45178	-
Pt	81113	GWHAACS00000625	19375	-
Pt	81113	GWHAACS00000649	19752	-
Pt	81113	GWHAACS00000663	12301	+
Pt	81113	GWHAACS00000648	27396	+
Pt	81113	GWHAACS00000189	17776	-
Mt	362802	2	98576917	+
Mt	362802	3	139794064	-
Mt	362802	2	49535967	-
Mt	101544	9	64829034	-
Mt	208261	2	170640154	+
Mt	339779	7	100781078	-
Mt	511894	4	162208235	-
Mt	511894	4	117136120	-
Pt	117772	GWHAACS00000196	1123	+
Pt	117772	GWHAACS00000459	21982	+
Pt	117772	GWHAACS00000459	3269	-
Pt	117772	2	175785699	+
Pt	117772	GWHAACS00000630	18354	-
Pt	117772	2	175772656	-
Pt	117772	GWHAACS00000408	23907	+
Pt	117772	GWHAACS00000630	31401	+
Pt	117772	GWHAACS00000408	2776	-
Pt	117772	5	48664010	+
Pt	117772	4	49242932	+
Pt	117772	10	105321949	+
Pt	117772	3	9050778	-
Pt	117772	9	80163367	-
Pt	117772	1	86220059	+
Mt	351309	4	162195046	+
Mt	351309	1	231490456	-
Mt	351309	9	49511134	+
Mt	351309	3	182691437	-
Mt	351309	1	37758803	+
Mt	138031	*	0	-
Mt	226253	3	82422525	-
Mt	226253	4	117118869	-
Pt	78488	GWHAACS00000669	18579	-
Pt	78488	GWHAACS00000606	5626	+
Pt	78488	GWHAACS00000340	66816	-
Pt	78488	GWHAACS00000642	13135	-
Pt	78488	GWHAACS00000654	36533	+
Pt	78488	GWHAACS00000596	14838	+
Pt	78488	GWHAACS00000657	18342	-
Pt	78488	GWHAACS00000614	20160	-
Pt	78488	GWHAACS00000636	37078	+
Pt	78488	GWHAACS00000631	15459	+
Pt	78488	GWHAACS00000648	24760	+
Pt	78488	GWHAACS00000618	22052	+
Pt	78488	GWHAACS00000656	39193	+
Pt	78488	GWHAACS00000607	15214	+
Pt	78488	GWHAACS00000625	22278	-
Pt	78488	GWHAACS00000634	50952	+
Pt	78488	GWHAACS00000189	20680	-
Pt	78488	GWHAACS00000605	16165	-
Pt	78488	GWHAACS00000649	22655	-
Pt	78488	GWHAACS00000624	16002	-
Pt	78488	GWHAACS00000459	48081	-
Mt	406845	4	162270180	-
Mt	406845	4	117060378	-
Mt	406845	5	179538683	-
Mt	406845	3	115721698	+
Mt	438523	9	68238757	+
Mt	438523	8	177895268	-
Mt	284756	9	94711108	-
Mt	284756	1	206847631	-
Mt	360534	1	26175799	+
Mt	360534	2	98574880	+
Mt	360534	7	167879074	-
Mt	501949	3	115728167	+
Mt	501949	4	117146011	-
Mt	501949	4	162225999	-
Mt	501949	2	18744318	+
Mt	501949	1	89643675	-
Mt	342957	*	0	-
Mt	19813	4	117133057	+
Mt	19813	3	115653279	+
Mt	19813	3	115684910	+
Mt	214706	2	170646599	+
Mt	479553	4	117074595	+
Mt	479553	9	25382905	-
Mt	479553	6	51490521	-
Mt	479553	1	9816617	+
Mt	26913	10	81081319	+
Mt	26913	6	23191120	-
Mt	26913	1	231492103	+
Mt	267745	1	257248081	-
Mt	313450	GWHAACS00000541	1718317	+
Mt	313450	4	117156662	+
Pt	79519	GWHAACS00000627	28008	+
Pt	79519	GWHAACS00000459	47098	-
Pt	79519	GWHAACS00000596	15869	+
Pt	79519	GWHAACS00000605	15182	-
Pt	79519	10	100096133	-
Pt	79519	GWHAACS00000625	21295	-
Pt	79519	GWHAACS00000650	14642	-
Pt	79519	GWHAACS00000634	51983	+
Pt	79519	GWHAACS00000656	40224	+
Pt	79519	GWHAACS00000648	25791	+
Pt	79519	GWHAACS00000618	23083	+
Pt	79519	GWHAACS00000631	16490	+
Pt	79519	GWHAACS00000663	10693	+
Pt	79519	GWHAACS00000665	19229	-
Pt	79519	GWHAACS00000607	16245	+
Pt	79519	GWHAACS00000340	60380	+
Pt	79519	GWHAACS00000617	20436	+
Pt	79519	GWHAACS00000613	17038	-
Pt	79519	GWHAACS00000611	9681	+
Pt	79519	GWHAACS00000640	11194	-
Pt	79519	GWHAACS00000606	6656	+
Mt	17207	4	117131286	+
Mt	17207	3	115683144	+
Mt	17207	5	200812904	+
Mt	17207	1	9840754	+
Pt	116456	GWHAACS00000408	22591	+
Pt	116456	GWHAACS00000630	18725	-
Pt	116456	8	157812246	-
Pt	116456	GWHAACS00000408	3146	-
Pt	116456	2	175773026	-
Pt	116456	4	49241978	+
Mt	58744	9	64800415	+
Pt	140068	GWHAACS00000403	5547	-
Pt	140068	GWHAACS00000346	11005	+
Pt	140068	GWHAACS00000272	15576	+
Pt	140068	GWHAACS00000598	54031	-
Pt	140068	GWHAACS00000647	9034	-
Pt	140068	GWHAACS00000513	2204	-
Pt	140068	GWHAACS00000496	4230	-
Pt	140068	GWHAACS00000656	43106	-
Pt	140068	GWHAACS00000665	16494	+
Pt	140068	GWHAACS00000651	18002	+
Pt	140068	GWHAACS00000187	7756	-
Pt	140068	GWHAACS00000561	18586	+
Pt	140068	GWHAACS00000459	44362	+
Pt	140068	GWHAACS00000473	15781	+
Pt	140068	GWHAACS00000642	9419	+
Pt	140068	GWHAACS00000648	28670	-
Pt	140068	GWHAACS00000657	14624	+
Pt	140068	GWHAACS00000629	27353	-
Pt	140068	GWHAACS00000355	18317	+
Pt	140068	GWHAACS00000195	14044	+
Pt	140068	GWHAACS00000650	11906	+
Mt	486574	5	2495940	-
Mt	486574	1	9822834	+
Mt	486574	5	9506667	+
Mt	486574	2	112882381	+
Pt	6392	GWHAACS00000346	21341	+
Pt	6392	GWHAACS00000230	4313	-
Pt	6392	GWHAACS00000561	28921	+
Pt	6392	GWHAACS00000473	26118	+
Pt	6392	GWHAACS00000196	33835	+
Pt	6392	6	20519033	-
Pt	6392	GWHAACS00000195	24379	+
Mt	308155	GWHAACS00000541	1713022	+
Mt	308155	4	117125348	-
Mt	308155	2	58014955	+
Mt	308155	8	141944041	-
Mt	99693	9	64831150	-
Pt	77252	GWHAACS00000606	4388	+
Pt	77252	GWHAACS00000598	48880	+
Pt	77252	GWHAACS00000642	14350	-
Pt	77252	GWHAACS00000669	19794	-
Pt	77252	GWHAACS00000340	58113	+
Pt	77252	GWHAACS00000667	22345	-
Pt	77252	GWHAACS00000617	18169	+
Pt	77252	GWHAACS00000629	22202	+
